age,job,marital,education,default,balance,housing,loan,contact,month,duration,poutcome,deposit
30.0,services,married,secondary,no,48.0,yes,no,cellular,jul,662.0,unknown,yes
53.0,blue-collar,married,primary,no,252.0,no,no,cellular,jul,727.0,unknown,yes
40.0,blue-collar,married,secondary,no,1954.0,no,no,cellular,jul,1107.0,unknown,yes
,technician,,,no,,no,yes,cellular,jul,,unknown,yes
49.0,management,divorced,tertiary,no,755.0,no,no,cellular,jul,1212.0,unknown,yes
,admin.,married,secondary,no,341.0,no,no,cellular,jul,1142.0,unknown,yes
58.0,unemployed,married,primary,no,1183.0,no,no,cellular,jul,1721.0,unknown,yes
,services,married,secondary,no,388.0,no,no,telephone,jul,1032.0,unknown,yes
,technician,married,secondary,no,1919.0,no,no,cellular,aug,846.0,unknown,yes
51.0,housemaid,divorced,tertiary,no,1613.0,no,no,cellular,aug,870.0,unknown,yes
36.0,management,divorced,tertiary,no,,no,no,cellular,aug,1165.0,unknown,yes
,retired,married,secondary,no,0.0,no,no,cellular,aug,1110.0,unknown,yes
,technician,married,tertiary,no,,no,no,cellular,aug,1488.0,unknown,yes
,management,divorced,secondary,no,,no,no,cellular,aug,603.0,unknown,yes
,retired,married,secondary,no,,no,no,cellular,aug,641.0,unknown,yes
,technician,married,tertiary,no,515.0,no,no,cellular,aug,837.0,unknown,yes
,technician,married,tertiary,no,2313.0,no,no,cellular,aug,553.0,unknown,yes
,blue-collar,married,secondary,no,-8.0,no,no,cellular,aug,794.0,unknown,yes
,retired,married,primary,no,1634.0,yes,yes,cellular,aug,836.0,unknown,yes
59.0,housemaid,married,primary,no,100.0,no,no,cellular,aug,1134.0,unknown,yes
52.0,unknown,,,no,,no,no,cellular,aug,,unknown,yes
,management,divorced,tertiary,no,1257.0,no,no,cellular,aug,1536.0,unknown,yes
59.0,retired,married,primary,no,3400.0,yes,no,cellular,aug,515.0,unknown,yes
49.0,technician,single,secondary,no,1377.0,no,no,cellular,aug,935.0,unknown,yes
33.0,management,divorced,tertiary,no,2885.0,no,no,cellular,aug,1051.0,unknown,yes
55.0,blue-collar,,,no,,no,no,cellular,aug,,unknown,yes
42.0,technician,married,tertiary,no,,no,no,cellular,aug,531.0,unknown,yes
52.0,services,married,secondary,no,1000.0,no,no,cellular,aug,766.0,unknown,yes
38.0,technician,married,tertiary,no,202.0,no,no,cellular,aug,,unknown,yes
55.0,technician,married,tertiary,no,169.0,no,yes,cellular,aug,618.0,unknown,yes
49.0,technician,married,tertiary,no,,no,no,cellular,aug,875.0,unknown,yes
56.0,technician,divorced,secondary,no,146.0,yes,no,cellular,aug,419.0,unknown,yes
46.0,technician,married,secondary,no,940.0,no,no,cellular,aug,1227.0,unknown,yes
,retired,divorced,tertiary,no,734.0,no,no,cellular,aug,1357.0,unknown,yes
,retired,married,secondary,no,,no,no,cellular,aug,455.0,unknown,yes
45.0,admin.,married,secondary,no,,no,no,cellular,aug,406.0,unknown,yes
,management,married,tertiary,no,,no,no,cellular,aug,902.0,unknown,yes
,admin.,married,secondary,no,660.0,no,no,cellular,aug,740.0,unknown,yes
43.0,management,single,tertiary,no,1304.0,no,no,cellular,aug,501.0,unknown,yes
34.0,services,married,secondary,no,,no,no,cellular,aug,835.0,unknown,yes
35.0,management,divorced,tertiary,no,146.0,no,no,cellular,aug,720.0,unknown,yes
36.0,management,divorced,tertiary,yes,,no,no,cellular,aug,836.0,unknown,yes
45.0,management,divorced,tertiary,no,,no,no,cellular,aug,490.0,unknown,yes
47.0,technician,married,secondary,no,2480.0,no,no,cellular,aug,763.0,unknown,yes
42.0,technician,married,tertiary,no,14282.0,yes,no,cellular,aug,649.0,unknown,yes
40.0,management,single,tertiary,no,0.0,no,no,cellular,aug,641.0,unknown,yes
40.0,technician,divorced,secondary,no,,no,no,cellular,aug,,unknown,yes
32.0,technician,married,secondary,no,560.0,no,no,cellular,aug,1044.0,unknown,yes
33.0,technician,single,secondary,no,,no,yes,cellular,aug,482.0,unknown,yes
32.0,self-employed,married,tertiary,no,1423.0,no,no,cellular,aug,1249.0,unknown,yes
46.0,blue-collar,married,primary,no,,no,no,cellular,aug,996.0,unknown,yes
50.0,admin.,married,secondary,no,706.0,yes,no,cellular,aug,1250.0,unknown,yes
51.0,blue-collar,married,primary,no,,no,no,cellular,aug,,unknown,yes
30.0,management,single,tertiary,no,5389.0,no,no,cellular,aug,1456.0,unknown,yes
39.0,technician,single,secondary,no,,no,no,cellular,aug,395.0,unknown,yes
,admin.,married,secondary,no,3070.0,no,no,cellular,aug,663.0,unknown,yes
40.0,technician,divorced,secondary,no,0.0,no,no,cellular,aug,,unknown,yes
,blue-collar,married,primary,no,4108.0,yes,no,cellular,aug,526.0,unknown,yes
60.0,management,married,tertiary,no,0.0,no,no,cellular,aug,401.0,unknown,yes
32.0,management,single,tertiary,no,4291.0,no,no,cellular,aug,1321.0,unknown,yes
57.0,technician,married,tertiary,no,6822.0,no,no,cellular,aug,797.0,unknown,yes
41.0,self-employed,married,tertiary,no,,no,no,cellular,aug,352.0,unknown,yes
50.0,technician,married,secondary,no,,no,no,cellular,aug,,unknown,yes
46.0,technician,divorced,secondary,no,-824.0,yes,no,cellular,aug,429.0,unknown,yes
,management,married,tertiary,no,676.0,no,no,cellular,aug,1182.0,unknown,yes
,technician,single,secondary,no,651.0,no,no,cellular,aug,,unknown,yes
45.0,technician,divorced,secondary,no,,no,no,cellular,aug,895.0,unknown,yes
33.0,technician,divorced,secondary,no,801.0,no,no,cellular,aug,341.0,unknown,yes
47.0,services,married,secondary,no,405.0,no,yes,cellular,aug,994.0,unknown,yes
35.0,management,married,tertiary,no,82.0,no,no,cellular,aug,507.0,unknown,yes
,management,married,tertiary,no,179.0,no,no,unknown,aug,,unknown,yes
33.0,management,married,tertiary,no,1047.0,no,no,cellular,aug,512.0,unknown,yes
44.0,technician,single,secondary,no,,no,no,cellular,aug,809.0,unknown,yes
31.0,management,single,tertiary,no,,no,yes,cellular,aug,523.0,unknown,yes
31.0,management,single,tertiary,no,37.0,no,no,cellular,aug,669.0,unknown,yes
49.0,services,married,secondary,no,823.0,no,no,cellular,aug,780.0,unknown,yes
,services,married,primary,no,1625.0,no,no,cellular,aug,459.0,unknown,yes
,technician,married,tertiary,no,,no,no,cellular,aug,1000.0,unknown,yes
35.0,management,married,tertiary,no,2957.0,yes,yes,cellular,aug,733.0,unknown,yes
31.0,management,single,tertiary,no,2.0,no,no,cellular,aug,848.0,unknown,yes
,technician,divorced,secondary,no,1.0,no,no,cellular,aug,1242.0,unknown,yes
39.0,management,married,tertiary,no,,no,no,cellular,aug,922.0,unknown,yes
46.0,management,married,tertiary,no,4.0,no,no,cellular,aug,,unknown,yes
,blue-collar,married,primary,no,476.0,no,no,cellular,aug,856.0,unknown,yes
36.0,management,married,tertiary,no,9.0,no,no,cellular,aug,386.0,unknown,yes
30.0,management,married,tertiary,no,131.0,yes,no,cellular,aug,,unknown,yes
33.0,management,single,tertiary,no,1120.0,no,no,cellular,aug,1070.0,unknown,yes
57.0,housemaid,married,primary,no,,no,no,cellular,aug,,unknown,yes
,management,single,tertiary,no,0.0,no,no,cellular,aug,,unknown,yes
35.0,management,married,tertiary,no,43.0,no,no,cellular,aug,917.0,unknown,yes
53.0,management,married,tertiary,no,0.0,no,no,cellular,aug,608.0,unknown,yes
41.0,management,married,secondary,no,,yes,no,cellular,aug,734.0,unknown,yes
32.0,management,,secondary,no,,no,no,cellular,aug,,unknown,yes
41.0,management,married,tertiary,no,0.0,no,no,cellular,aug,1242.0,unknown,yes
35.0,technician,single,secondary,no,354.0,no,no,cellular,aug,444.0,unknown,yes
48.0,blue-collar,married,primary,no,719.0,no,yes,cellular,aug,418.0,unknown,yes
34.0,management,married,tertiary,no,,no,yes,cellular,aug,,unknown,yes
47.0,blue-collar,married,secondary,no,2787.0,no,no,cellular,aug,479.0,unknown,yes
46.0,unemployed,married,secondary,no,2551.0,no,no,cellular,aug,645.0,unknown,yes
,retired,,secondary,no,,no,no,cellular,aug,,unknown,yes
39.0,management,married,secondary,no,1880.0,no,no,cellular,aug,768.0,unknown,yes
57.0,blue-collar,married,primary,no,2112.0,no,no,cellular,aug,1134.0,unknown,yes
36.0,unemployed,divorced,secondary,no,,no,no,cellular,aug,396.0,unknown,yes
30.0,management,married,secondary,no,850.0,no,no,cellular,aug,507.0,unknown,yes
,technician,married,secondary,no,3243.0,no,no,cellular,aug,439.0,unknown,yes
,management,married,tertiary,no,1567.0,yes,no,cellular,aug,1133.0,unknown,yes
36.0,technician,single,secondary,yes,12.0,no,no,cellular,aug,587.0,unknown,yes
49.0,blue-collar,married,primary,no,128.0,no,no,cellular,aug,696.0,unknown,yes
49.0,blue-collar,married,secondary,no,553.0,no,no,cellular,aug,645.0,unknown,yes
40.0,unemployed,divorced,secondary,no,1694.0,no,no,cellular,aug,473.0,unknown,yes
49.0,blue-collar,married,primary,no,408.0,no,no,cellular,aug,559.0,unknown,yes
38.0,management,married,tertiary,no,1223.0,no,no,cellular,aug,1092.0,unknown,yes
31.0,management,single,tertiary,no,1858.0,no,no,cellular,aug,453.0,unknown,yes
34.0,management,,,no,,yes,no,cellular,aug,,unknown,yes
39.0,management,married,tertiary,no,271.0,yes,no,cellular,aug,1344.0,unknown,yes
,management,married,secondary,no,4396.0,no,no,cellular,aug,432.0,unknown,yes
47.0,technician,,secondary,no,,yes,no,cellular,aug,,unknown,yes
37.0,technician,single,secondary,no,3665.0,no,no,cellular,aug,,unknown,yes
44.0,technician,single,secondary,no,244.0,yes,no,cellular,aug,1735.0,unknown,yes
55.0,management,married,tertiary,no,568.0,no,no,cellular,aug,940.0,unknown,yes
40.0,technician,married,secondary,no,42.0,no,no,cellular,aug,1842.0,unknown,yes
54.0,retired,married,primary,no,309.0,no,no,cellular,aug,969.0,unknown,yes
35.0,technician,married,secondary,no,,no,yes,cellular,aug,823.0,unknown,yes
,technician,single,tertiary,no,34646.0,no,no,telephone,aug,618.0,unknown,yes
36.0,management,divorced,tertiary,no,59.0,no,no,cellular,aug,526.0,unknown,yes
37.0,management,married,tertiary,no,4436.0,no,no,cellular,aug,846.0,unknown,yes
,technician,single,secondary,no,,yes,no,cellular,aug,,unknown,yes
,self-employed,married,secondary,no,10052.0,no,no,cellular,aug,665.0,unknown,yes
58.0,retired,married,tertiary,no,0.0,no,no,cellular,aug,641.0,unknown,yes
52.0,technician,divorced,secondary,no,152.0,no,no,cellular,aug,,unknown,yes
31.0,management,married,tertiary,no,156.0,no,no,cellular,aug,657.0,unknown,yes
40.0,management,married,tertiary,no,66.0,no,no,cellular,aug,737.0,unknown,yes
,management,single,tertiary,no,9827.0,yes,no,cellular,aug,871.0,unknown,yes
,services,married,secondary,no,6170.0,no,no,cellular,aug,838.0,unknown,yes
43.0,management,married,tertiary,no,2383.0,no,no,cellular,aug,379.0,unknown,yes
30.0,technician,single,tertiary,no,635.0,no,no,cellular,aug,851.0,unknown,yes
,technician,single,secondary,no,,no,no,cellular,aug,990.0,unknown,yes
48.0,admin.,divorced,secondary,no,362.0,no,no,cellular,aug,529.0,unknown,yes
33.0,management,married,tertiary,no,191.0,no,no,cellular,aug,1148.0,unknown,yes
,management,single,tertiary,no,455.0,yes,no,cellular,aug,904.0,unknown,yes
57.0,technician,divorced,secondary,no,3043.0,no,no,cellular,aug,707.0,unknown,yes
55.0,retired,married,primary,no,,no,no,cellular,aug,632.0,unknown,yes
34.0,technician,married,tertiary,no,8029.0,yes,no,cellular,aug,593.0,unknown,yes
44.0,entrepreneur,married,tertiary,no,624.0,no,no,telephone,aug,552.0,unknown,yes
,management,single,tertiary,no,331.0,no,no,cellular,aug,857.0,unknown,yes
,housemaid,married,primary,no,2929.0,no,no,cellular,aug,518.0,unknown,yes
,services,married,secondary,no,1314.0,no,no,cellular,aug,,unknown,yes
,technician,,,no,,yes,no,cellular,aug,,unknown,yes
32.0,management,single,tertiary,no,,no,no,cellular,aug,1151.0,unknown,yes
56.0,blue-collar,married,primary,no,8163.0,no,no,cellular,aug,1231.0,unknown,yes
50.0,management,single,tertiary,no,1200.0,no,no,cellular,aug,904.0,unknown,yes
32.0,technician,single,secondary,no,1732.0,yes,no,cellular,aug,,unknown,yes
45.0,technician,single,tertiary,no,0.0,no,no,cellular,aug,773.0,unknown,yes
52.0,management,married,tertiary,no,576.0,no,no,cellular,aug,762.0,unknown,yes
60.0,blue-collar,married,primary,no,493.0,no,no,cellular,aug,671.0,unknown,yes
47.0,management,married,tertiary,no,682.0,no,no,cellular,aug,638.0,unknown,yes
32.0,technician,single,secondary,no,0.0,no,no,cellular,aug,594.0,unknown,yes
55.0,blue-collar,married,primary,no,3485.0,no,no,cellular,aug,625.0,unknown,yes
36.0,management,single,tertiary,no,2944.0,no,no,cellular,aug,882.0,unknown,yes
46.0,technician,married,secondary,no,1353.0,no,no,cellular,aug,528.0,unknown,yes
55.0,management,divorced,tertiary,no,0.0,no,no,cellular,aug,309.0,unknown,yes
,management,single,tertiary,no,1541.0,no,no,cellular,aug,471.0,unknown,yes
54.0,blue-collar,married,secondary,no,548.0,no,no,cellular,aug,520.0,unknown,yes
31.0,management,divorced,tertiary,no,254.0,no,no,cellular,aug,1576.0,unknown,yes
,technician,single,tertiary,no,4414.0,no,no,cellular,aug,504.0,unknown,yes
61.0,management,married,secondary,no,985.0,no,no,cellular,aug,998.0,unknown,yes
58.0,retired,married,primary,no,1241.0,no,no,cellular,aug,194.0,unknown,yes
38.0,technician,single,secondary,no,3278.0,no,no,cellular,aug,645.0,unknown,yes
49.0,technician,married,secondary,no,412.0,no,no,cellular,aug,1293.0,unknown,yes
,management,single,tertiary,no,,no,no,cellular,aug,950.0,unknown,yes
52.0,management,married,tertiary,no,,no,no,cellular,aug,1032.0,unknown,yes
33.0,self-employed,single,tertiary,no,61.0,no,no,cellular,aug,836.0,unknown,yes
33.0,management,married,tertiary,no,1412.0,yes,no,unknown,aug,480.0,unknown,yes
53.0,management,married,tertiary,no,15.0,no,no,cellular,aug,921.0,unknown,yes
40.0,admin.,single,tertiary,no,27.0,no,no,cellular,aug,467.0,unknown,yes
44.0,self-employed,married,tertiary,no,1196.0,no,no,cellular,aug,552.0,unknown,yes
42.0,technician,divorced,secondary,no,,no,no,cellular,aug,875.0,unknown,yes
33.0,management,single,tertiary,no,432.0,no,no,telephone,aug,588.0,unknown,yes
53.0,technician,married,tertiary,no,988.0,no,no,cellular,aug,1408.0,unknown,yes
60.0,admin.,married,tertiary,no,1614.0,no,no,cellular,aug,921.0,unknown,yes
33.0,technician,single,secondary,no,163.0,yes,no,cellular,aug,627.0,unknown,yes
37.0,technician,married,tertiary,no,247.0,no,no,cellular,aug,625.0,unknown,yes
45.0,admin.,married,secondary,no,236.0,no,no,cellular,aug,703.0,unknown,yes
34.0,technician,single,secondary,no,,no,no,cellular,aug,1503.0,unknown,yes
56.0,technician,married,tertiary,no,,no,no,cellular,aug,644.0,unknown,yes
,technician,divorced,tertiary,no,96.0,no,no,cellular,aug,913.0,unknown,yes
32.0,management,single,tertiary,no,46.0,no,no,cellular,aug,788.0,unknown,yes
50.0,services,married,secondary,no,1501.0,no,no,cellular,aug,946.0,unknown,yes
30.0,services,single,tertiary,no,-477.0,no,yes,cellular,aug,,unknown,yes
56.0,admin.,married,secondary,no,1694.0,no,no,cellular,aug,793.0,unknown,yes
55.0,blue-collar,married,secondary,no,196.0,no,no,cellular,aug,81.0,unknown,yes
,self-employed,single,tertiary,no,,no,no,cellular,aug,,unknown,yes
52.0,management,married,tertiary,no,,no,no,cellular,aug,1123.0,unknown,yes
32.0,management,single,tertiary,no,522.0,no,no,cellular,aug,576.0,unknown,yes
31.0,self-employed,married,tertiary,no,94.0,no,no,cellular,aug,579.0,unknown,yes
44.0,technician,married,secondary,no,267.0,no,no,cellular,aug,520.0,unknown,yes
33.0,management,married,tertiary,no,4570.0,no,no,cellular,aug,1258.0,unknown,yes
,blue-collar,married,secondary,no,25.0,no,no,cellular,aug,528.0,unknown,yes
46.0,management,single,tertiary,no,0.0,no,no,cellular,aug,686.0,unknown,yes
46.0,entrepreneur,married,tertiary,no,,no,no,cellular,aug,604.0,unknown,yes
59.0,admin.,married,secondary,no,1575.0,yes,no,cellular,aug,1241.0,unknown,yes
51.0,unemployed,married,secondary,no,234.0,no,no,cellular,aug,735.0,unknown,yes
,retired,,primary,no,,yes,no,cellular,aug,,unknown,yes
43.0,technician,married,secondary,no,136.0,no,no,cellular,aug,363.0,unknown,yes
48.0,management,single,tertiary,no,,no,no,cellular,aug,,unknown,yes
33.0,housemaid,married,primary,no,2054.0,no,no,cellular,aug,472.0,unknown,yes
59.0,blue-collar,married,primary,no,-546.0,no,no,cellular,aug,1152.0,unknown,yes
,blue-collar,married,primary,no,5188.0,yes,no,cellular,aug,606.0,unknown,yes
32.0,management,,,no,,no,no,cellular,aug,,unknown,yes
44.0,management,married,tertiary,no,792.0,no,no,cellular,aug,630.0,unknown,yes
47.0,blue-collar,married,unknown,yes,162.0,no,no,cellular,aug,366.0,unknown,yes
34.0,technician,married,secondary,no,1035.0,no,no,cellular,aug,1374.0,unknown,yes
51.0,retired,married,tertiary,no,,no,no,cellular,aug,372.0,unknown,yes
60.0,unknown,married,unknown,no,17297.0,no,no,cellular,aug,664.0,unknown,yes
46.0,admin.,married,secondary,no,22.0,no,no,cellular,aug,388.0,unknown,yes
41.0,technician,married,tertiary,no,231.0,no,no,cellular,aug,428.0,unknown,yes
34.0,self-employed,single,secondary,no,296.0,no,no,cellular,aug,609.0,unknown,yes
31.0,technician,divorced,tertiary,no,,no,no,cellular,aug,581.0,unknown,yes
37.0,management,,tertiary,no,,no,no,cellular,aug,,unknown,yes
59.0,retired,married,secondary,no,2396.0,no,no,cellular,aug,1040.0,unknown,yes
55.0,services,married,unknown,no,2944.0,no,no,cellular,aug,672.0,unknown,yes
33.0,management,single,tertiary,no,,no,no,cellular,aug,512.0,unknown,yes
,technician,married,tertiary,no,569.0,no,no,cellular,aug,976.0,unknown,yes
36.0,management,married,tertiary,no,,no,no,telephone,aug,645.0,unknown,yes
44.0,management,married,tertiary,no,1138.0,no,no,cellular,aug,523.0,unknown,yes
36.0,technician,divorced,secondary,no,54.0,yes,no,cellular,aug,1642.0,unknown,yes
33.0,management,single,tertiary,no,2637.0,no,no,cellular,aug,583.0,unknown,yes
36.0,technician,married,secondary,no,2473.0,no,no,cellular,aug,965.0,unknown,yes
53.0,blue-collar,married,primary,no,,no,no,cellular,aug,2372.0,unknown,yes
47.0,admin.,divorced,secondary,no,,no,no,cellular,aug,1126.0,unknown,yes
39.0,management,married,tertiary,no,-17.0,yes,yes,cellular,aug,908.0,unknown,yes
35.0,technician,single,secondary,no,3490.0,yes,no,cellular,aug,643.0,unknown,yes
32.0,management,single,tertiary,no,769.0,no,no,cellular,aug,695.0,unknown,yes
46.0,technician,divorced,secondary,no,,no,yes,telephone,oct,,unknown,yes
30.0,self-employed,married,tertiary,no,,no,no,unknown,oct,235.0,unknown,yes
36.0,self-employed,,,no,,yes,yes,telephone,oct,,unknown,yes
,admin.,divorced,secondary,no,555.0,yes,yes,telephone,oct,478.0,unknown,yes
52.0,technician,married,secondary,no,5303.0,yes,no,unknown,oct,133.0,unknown,yes
43.0,management,married,tertiary,no,1258.0,no,no,unknown,oct,312.0,unknown,yes
44.0,technician,single,secondary,no,1679.0,no,no,telephone,oct,718.0,unknown,yes
30.0,blue-collar,married,secondary,no,1664.0,yes,no,telephone,oct,2016.0,unknown,yes
,admin.,married,secondary,no,8749.0,yes,yes,unknown,oct,294.0,unknown,yes
,admin.,single,secondary,no,,yes,yes,telephone,oct,519.0,other,yes
33.0,services,married,secondary,no,3444.0,yes,no,telephone,oct,144.0,failure,yes
,admin.,married,secondary,no,5346.0,yes,yes,unknown,oct,187.0,unknown,yes
,blue-collar,married,secondary,no,1144.0,yes,no,unknown,oct,676.0,unknown,yes
28.0,student,single,secondary,no,2351.0,no,no,telephone,oct,157.0,unknown,yes
32.0,technician,single,tertiary,no,5514.0,no,no,telephone,oct,,unknown,yes
28.0,self-employed,married,secondary,no,123.0,no,yes,telephone,oct,313.0,unknown,yes
44.0,admin.,divorced,primary,no,429.0,yes,no,telephone,oct,80.0,unknown,yes
51.0,entrepreneur,married,tertiary,no,5254.0,yes,no,unknown,oct,134.0,unknown,yes
56.0,technician,married,secondary,no,589.0,yes,no,unknown,oct,518.0,success,yes
40.0,technician,,,no,,yes,no,unknown,oct,,unknown,yes
,admin.,married,secondary,no,10250.0,yes,no,telephone,oct,97.0,unknown,yes
50.0,management,,,no,,no,no,unknown,oct,,unknown,yes
58.0,admin.,divorced,secondary,no,1947.0,no,no,telephone,oct,228.0,unknown,yes
,admin.,married,secondary,no,1967.0,no,no,telephone,oct,376.0,unknown,yes
27.0,entrepreneur,married,secondary,no,,no,no,telephone,oct,131.0,unknown,yes
47.0,management,divorced,tertiary,no,12026.0,yes,no,telephone,oct,251.0,unknown,yes
39.0,admin.,married,secondary,no,1757.0,no,no,telephone,oct,125.0,unknown,yes
43.0,management,married,secondary,no,107.0,yes,yes,telephone,oct,135.0,unknown,yes
34.0,technician,married,secondary,no,1012.0,yes,yes,telephone,oct,540.0,unknown,yes
35.0,management,divorced,tertiary,no,0.0,yes,no,telephone,oct,171.0,unknown,yes
58.0,management,divorced,tertiary,no,372.0,no,yes,unknown,oct,11.0,unknown,yes
35.0,management,single,tertiary,no,7506.0,yes,no,unknown,oct,248.0,unknown,yes
,technician,divorced,secondary,no,,yes,no,unknown,oct,234.0,unknown,yes
43.0,retired,,secondary,no,,no,no,telephone,oct,,unknown,yes
34.0,housemaid,married,secondary,no,0.0,yes,no,unknown,oct,154.0,unknown,yes
35.0,blue-collar,single,secondary,no,3623.0,no,no,telephone,oct,160.0,unknown,yes
,admin.,single,secondary,no,2470.0,no,no,telephone,oct,227.0,unknown,yes
,blue-collar,married,secondary,no,,yes,no,telephone,oct,158.0,unknown,yes
,retired,divorced,tertiary,no,3237.0,no,no,telephone,oct,615.0,unknown,yes
,management,married,tertiary,no,5041.0,no,no,telephone,nov,399.0,unknown,yes
56.0,technician,married,secondary,no,6619.0,yes,no,telephone,nov,,unknown,yes
31.0,management,married,tertiary,no,1331.0,no,no,unknown,nov,268.0,unknown,yes
37.0,services,married,secondary,no,1970.0,yes,no,telephone,nov,253.0,unknown,yes
59.0,retired,divorced,secondary,no,,no,no,unknown,nov,669.0,unknown,yes
49.0,management,married,secondary,no,249.0,no,no,telephone,nov,234.0,unknown,yes
30.0,management,single,tertiary,no,,yes,no,cellular,nov,150.0,unknown,yes
,technician,,tertiary,no,,no,no,unknown,nov,,unknown,yes
40.0,blue-collar,married,secondary,no,5060.0,no,no,unknown,nov,299.0,unknown,yes
43.0,admin.,married,secondary,no,2271.0,no,no,telephone,nov,524.0,unknown,yes
,management,married,tertiary,no,1.0,no,no,telephone,nov,248.0,unknown,yes
34.0,management,married,tertiary,no,,no,no,telephone,nov,486.0,unknown,yes
28.0,self-employed,,,no,,no,no,unknown,nov,,unknown,yes
34.0,admin.,married,tertiary,no,899.0,yes,no,unknown,nov,114.0,failure,yes
47.0,blue-collar,married,secondary,no,1230.0,yes,no,telephone,nov,378.0,unknown,yes
59.0,housemaid,married,tertiary,no,0.0,no,no,telephone,nov,494.0,unknown,yes
,blue-collar,single,tertiary,no,700.0,no,no,unknown,nov,90.0,unknown,yes
,entrepreneur,single,secondary,no,0.0,no,no,telephone,nov,,unknown,yes
27.0,student,single,secondary,no,67.0,no,no,telephone,nov,239.0,unknown,yes
35.0,unemployed,single,secondary,no,,yes,no,telephone,nov,162.0,unknown,yes
,blue-collar,married,secondary,no,2089.0,yes,no,cellular,nov,132.0,unknown,yes
57.0,blue-collar,married,unknown,no,3585.0,no,no,telephone,nov,172.0,unknown,yes
58.0,management,married,tertiary,no,4152.0,yes,no,telephone,nov,160.0,unknown,yes
30.0,technician,single,secondary,no,816.0,yes,no,unknown,nov,179.0,unknown,yes
,management,married,secondary,no,5447.0,yes,yes,cellular,nov,1789.0,unknown,yes
44.0,technician,divorced,secondary,no,275.0,no,no,cellular,nov,1077.0,unknown,yes
57.0,blue-collar,married,secondary,no,1540.0,yes,no,cellular,nov,564.0,unknown,yes
34.0,blue-collar,married,secondary,no,751.0,yes,yes,cellular,nov,1303.0,unknown,yes
54.0,unemployed,single,secondary,no,380.0,no,no,cellular,nov,696.0,unknown,yes
,retired,married,secondary,no,1504.0,yes,yes,cellular,nov,761.0,unknown,yes
59.0,management,married,tertiary,no,1783.0,no,yes,cellular,nov,540.0,unknown,yes
,retired,married,tertiary,no,,no,no,cellular,nov,1091.0,success,yes
37.0,technician,,,no,,yes,no,cellular,nov,,failure,yes
45.0,entrepreneur,married,secondary,no,781.0,no,yes,cellular,nov,652.0,failure,yes
49.0,technician,single,secondary,no,-188.0,yes,yes,cellular,nov,454.0,unknown,yes
31.0,blue-collar,single,tertiary,no,761.0,no,no,telephone,nov,514.0,unknown,yes
31.0,admin.,single,secondary,no,,yes,no,cellular,nov,1978.0,unknown,yes
35.0,technician,married,secondary,no,4508.0,yes,no,cellular,nov,854.0,unknown,yes
37.0,entrepreneur,divorced,tertiary,no,66.0,no,no,cellular,nov,,unknown,yes
48.0,management,married,tertiary,no,2266.0,no,no,cellular,nov,676.0,unknown,yes
39.0,technician,,,no,,yes,no,cellular,nov,,unknown,yes
34.0,management,single,tertiary,no,1494.0,yes,no,cellular,nov,596.0,other,yes
49.0,management,married,tertiary,no,1050.0,yes,no,cellular,nov,924.0,unknown,yes
41.0,management,married,tertiary,no,0.0,yes,no,cellular,nov,897.0,unknown,yes
,management,married,secondary,no,,no,no,cellular,nov,1855.0,unknown,yes
54.0,management,divorced,tertiary,no,2171.0,yes,yes,telephone,nov,1034.0,unknown,yes
38.0,technician,married,tertiary,no,3234.0,no,no,cellular,nov,578.0,unknown,yes
39.0,entrepreneur,,,no,,no,no,cellular,nov,,unknown,yes
46.0,management,married,tertiary,no,,no,no,cellular,nov,716.0,other,yes
58.0,management,divorced,tertiary,no,5037.0,yes,no,cellular,nov,1437.0,unknown,yes
32.0,self-employed,single,tertiary,no,,yes,no,cellular,nov,,unknown,yes
30.0,admin.,married,secondary,no,8781.0,yes,no,cellular,nov,,unknown,yes
51.0,entrepreneur,married,primary,no,,no,no,cellular,nov,1122.0,unknown,yes
30.0,management,single,tertiary,no,5561.0,yes,no,cellular,nov,511.0,unknown,yes
35.0,management,divorced,tertiary,no,859.0,yes,yes,cellular,nov,1554.0,unknown,yes
30.0,services,single,primary,no,0.0,yes,yes,cellular,nov,686.0,unknown,yes
,self-employed,single,secondary,no,,no,yes,cellular,nov,925.0,unknown,yes
,management,married,tertiary,no,1429.0,yes,no,cellular,nov,1015.0,other,yes
,management,married,unknown,no,4189.0,yes,no,cellular,nov,489.0,unknown,yes
51.0,retired,married,tertiary,no,580.0,no,no,cellular,nov,694.0,unknown,yes
32.0,services,single,secondary,no,2615.0,no,no,cellular,nov,853.0,unknown,yes
53.0,unemployed,divorced,secondary,no,,no,no,cellular,nov,561.0,unknown,yes
33.0,technician,single,tertiary,no,149.0,yes,no,cellular,nov,424.0,other,yes
40.0,blue-collar,single,secondary,no,3.0,no,no,cellular,nov,998.0,unknown,yes
42.0,blue-collar,married,primary,no,807.0,yes,no,cellular,nov,1057.0,unknown,yes
46.0,unemployed,divorced,secondary,no,3354.0,yes,no,cellular,nov,522.0,success,yes
,self-employed,single,tertiary,no,1249.0,yes,no,cellular,nov,472.0,unknown,yes
,blue-collar,married,primary,no,190.0,yes,no,telephone,nov,623.0,other,yes
,technician,single,tertiary,no,550.0,no,no,cellular,nov,337.0,unknown,yes
,entrepreneur,married,secondary,no,,no,yes,cellular,nov,589.0,unknown,yes
